Ship To,Bill Name,Customer Part.,Mfr,Item No,Order Number,Date Ordered,Date Required,Qty Required,Qty Allocated,Current Customer Commit,Current Commit Date,Resale Price,Value USD,Value Alloc USD,LeadTime,Product Type,MPQ,Class,Usage Last Month,Usage 2 Mths ago,Usage 3 Mths ago,Total PBO Qty,Country Of Origin,Weight(grams),Stock Asia,Stock Asia Available,Stock Canada,Stock Canada Available,Stock Europe,Stock Europe Available,Stock US,Stock US Available,Business Unit,Days Late,Order Month
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000109,DIO,2951598,4509569779,7/18/2022,9/22/2023,80000,80000,80000,9/22/2023,0.0192,1536,1536,8,C,5000,4V,125000,110000,110000,1630000,TW,10400,7135000,6350000,0,0,735000,375000,380000,255000,Discretes,0,7
JS004000,JABIL VIETNAM CO. LTD  ,CA760-00305-LC,DIO,3094777,4509583424,7/21/2022,9/18/2023,500,500,500,9/18/2023,1.1,550,550,12,L,500,68,500,0,0,1500,TW,180,2000,1500,0,0,0,0,0,0,EMech & PTE,0,7
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-DDZ18-LF,DIO,9590969,4509637820,8/3/2022,9/23/2023,6000,6000,6000,9/23/2023,0.0129,77.4,77.4,8,C,3000,4X,48000,15000,30000,117000,CN,120,30000,0,0,0,3000,0,0,0,Small Signal Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW5010155,DIO,2132320,1852055758,8/4/2022,12/19/2023,57000,57000,57000,12/19/2023,0.0217,1236.9,1236.9,8,L,3000,4Y,0,0,0,954000,CN,6840,1776000,948000,0,0,0,0,0,0,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW5010155,DIO,2132320,1852055761,8/4/2022,12/23/2023,72000,72000,72000,12/23/2023,0.0217,1562.4,1562.4,8,L,3000,4Y,0,0,0,954000,CN,8640,1776000,948000,0,0,0,0,0,0,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW5010155,DIO,2132320,1852055767,8/4/2022,3/2/2024,69000,69000,69000,3/2/2024,0.0217,1497.3,1497.3,8,L,3000,4Y,0,0,0,954000,CN,8280,1776000,948000,0,0,0,0,0,0,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW5010155,DIO,2132320,1852055768,8/4/2022,3/23/2024,66000,66000,66000,3/23/2024,0.0217,1432.2,1432.2,8,L,3000,4Y,0,0,0,954000,CN,7920,1776000,948000,0,0,0,0,0,0,Discretes,0,8
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000176,DIO,8155470,4509653963,8/8/2022,9/8/2023,27000,27000,27000,9/8/2023,0.0847,2286.9,2286.9,8,L,3000,5B,69000,0,96000,192000,CN,1260,237000,66000,0,0,0,0,0,0,Sensors,0,8
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000832,DIO,8039670,4509676506,8/14/2022,9/26/2023,30000,30000,30000,9/26/2023,0.045,1350,1350,12,C,3000,4X,0,27000,0,48000,TW,6800,207000,24000,0,0,0,0,0,0,Small Signal Discretes,0,8
JS004000,JABIL VIETNAM CO. LTD  ,CA773-00066-LC,DIO,8029322,4509679766,8/15/2022,10/28/2023,3000,3000,3000,10/28/2023,0.11,330,330,8,L,3000,11,0,0,0,0,TW,0,33000,27000,0,0,0,0,0,0,Circuit Protection,0,8
JS004000,JABIL VIETNAM CO. LTD  ,CA760-00044-LC,DIO,7113068,4509679965,8/15/2022,9/23/2023,1000,1000,1000,9/23/2023,1.26,1260,1260,12,L,1000,23,0,0,0,1000,TW,280,4000,3000,0,0,0,0,0,0,EMech & PTE,0,8
JS004000,JABIL VIETNAM CO. LTD  ,SNDSZ1TP1001-NR,DIO,4145678,4509680544,8/15/2022,9/29/2023,3000,3000,3000,9/29/2023,0.0114,34.2,34.2,8,C,3000,4,0,0,0,0,CN,105,36849000,31641000,0,0,8064000,3768000,2370000,2037000,Small Signal Discretes,0,8
JS004000,JABIL VIETNAM CO. LTD  ,SW3500031,DIO,8027555,4509685819,8/16/2022,9/26/2023,36000,36000,36000,9/26/2023,0.0254,914.4,914.4,8,C,3000,4,0,0,63000,0,CN;MY,2040,5346000,4851000,0,0,987000,924000,9000,9000,Small Signal Discretes,0,8
JS004000,JABIL VIETNAM CO. LTD  ,SW3500031,DIO,8027555,4509685822,8/16/2022,9/19/2023,39000,39000,39000,9/19/2023,0.0254,990.6,990.6,8,C,3000,4,0,0,63000,0,CN;MY,2210,5346000,4851000,0,0,987000,924000,9000,9000,Small Signal Discretes,0,8
JS004000,JABIL VIETNAM CO. LTD  ,SW3500031,DIO,8027555,4509685824,8/16/2022,9/19/2023,39000,39000,39000,9/19/2023,0.0254,990.6,990.6,8,C,3000,4,0,0,63000,0,CN;MY,2210,5346000,4851000,0,0,987000,924000,9000,9000,Small Signal Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3017266,DIO,3122438,1852073125,8/16/2022,9/26/2023,230000,230000,230000,9/26/2023,0.0198,4554,4554,8,L,10000,11,390000,0,0,0,CN,3833,1880000,310000,0,0,0,0,0,0,Circuit Protection,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3017266,DIO,3122438,1852073126,8/16/2022,9/26/2023,210000,210000,210000,9/26/2023,0.0198,4158,4158,8,L,10000,11,390000,0,0,0,CN,3500,1880000,310000,0,0,0,0,0,0,Circuit Protection,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3017266,DIO,3122438,1852073128,8/16/2022,9/26/2023,210000,210000,210000,9/26/2023,0.0198,4158,4158,8,L,10000,11,390000,0,0,0,CN,3500,1880000,310000,0,0,0,0,0,0,Circuit Protection,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3500039,DIO,2036414,1852075828,8/26/2022,11/3/2023,36000,36000,36000,11/3/2023,0.0428,1540.8,1540.8,16,L,3000,4Y,0,0,0,15000,CN,3360,219000,30000,0,0,0,0,0,0,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3500039,DIO,2036414,1852075829,8/26/2022,9/26/2023,42000,42000,42000,9/26/2023,0.0428,1797.6,1797.6,16,L,3000,4Y,0,0,0,15000,CN,3920,219000,30000,0,0,0,0,0,0,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3500039,DIO,2036414,1852075831,8/26/2022,12/29/2023,30000,30000,30000,12/29/2023,0.0428,1284,1284,16,L,3000,4Y,0,0,0,15000,CN,2800,219000,30000,0,0,0,0,0,0,Discretes,0,8
JS080200,JABIL VIETNAM CO. LTD  ,SW3500099,DIO,9055465,1852079019,9/6/2022,11/10/2023,6000,6000,6000,11/10/2023,0.1955,1173,1173,8,C,2000,4Y,4000,8000,22000,0,CN,1140,86000,74000,0,0,0,0,0,0,Discretes,0,9
JS004000,JABIL VIETNAM CO. LTD  ,72212-1,CIT,8458556,4509772525,9/7/2022,9/26/2023,52000,52000,52000,9/26/2023,0.133,6916,6916,24,C,2000,68,0,0,102000,210000,CN,17160,294000,62000,0,0,2000,0,154468,38000,EMech & PTE,0,9
JS004000,JABIL VIETNAM CO. LTD  ,72212-1,CIT,8458556,4509802247,9/18/2022,9/22/2023,52000,52000,52000,9/22/2023,0.133,6916,6916,24,C,2000,68,0,0,102000,210000,CN,17160,294000,62000,0,0,2000,0,154468,38000,EMech & PTE,0,9
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000176,DIO,8155470,4510336439,2/13/2023,10/6/2023,3000,0,3000,10/6/2023,0.0847,254.1,0,8,L,3000,5B,69000,0,96000,192000,CN,140,237000,66000,0,0,0,0,0,0,Sensors,0,2
JS004000,JABIL VIETNAM CO. LTD  ,12-1070,DIO,4109682,4510340070,2/13/2023,3/29/2024,5000,0,5000,3/29/2024,0.0335,167.5,0,8,C,5000,4V,10000,60000,0,0,TW,746,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SNDSZ1TP1001-NR,DIO,4145678,4510342554,2/13/2023,12/29/2023,15000,0,15000,12/29/2023,0.0114,171,0,8,C,3000,4,0,0,0,0,CN,527,36849000,31641000,0,0,8064000,3768000,2370000,2037000,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-5245B-LF,DIO,4413167,4510343139,2/14/2023,3/8/2024,30000,0,30000,3/8/2024,0.0078,234,0,8,C,3000,4X,0,0,0,1956000,CN,1120,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510361607,2/19/2023,2/10/2024,18000,0,18000,2/10/2024,0.01467,264.06,0,24,C,3000,4,0,0,0,1422000,CN,640,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510361608,2/19/2023,2/17/2024,12000,0,12000,2/17/2024,0.01467,176.04,0,24,C,3000,4,0,0,0,1422000,CN,427,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510361609,2/19/2023,1/13/2024,12000,0,12000,1/13/2024,0.01467,176.04,0,24,C,3000,4,0,0,0,1422000,CN,427,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510361610,2/19/2023,1/27/2024,12000,0,12000,1/27/2024,0.01467,176.04,0,24,C,3000,4,0,0,0,1422000,CN,427,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510361611,2/19/2023,3/2/2024,12000,0,12000,3/2/2024,0.01467,176.04,0,24,C,3000,4,0,0,0,1422000,CN,427,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510361613,2/19/2023,11/25/2023,12000,0,12000,11/25/2023,0.01467,176.04,0,24,C,3000,4,0,0,0,1422000,CN,427,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510361615,2/19/2023,3/9/2024,12000,0,12000,3/9/2024,0.01467,176.04,0,24,C,3000,4,0,0,0,1422000,CN,427,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SND28050-00017-NR,DIO,2018113,4510362254,2/20/2023,12/1/2023,3000,0,3000,12/1/2023,0.0535,160.5,0,8,C,3000,11,0,0,9000,6000,CN;TW,680,45000,33000,0,0,0,0,87000,87000,Circuit Protection,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SND28050-00017-NR,DIO,2018113,4510362257,2/20/2023,2/23/2024,3000,0,3000,2/23/2024,0.0535,160.5,0,8,C,3000,11,0,0,9000,6000,CN;TW,680,45000,33000,0,0,0,0,87000,87000,Circuit Protection,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-BT54V-LF,DIO,1041980,4510363950,2/20/2023,11/11/2023,21000,0,21000,11/11/2023,0.0276,579.6,0,8,C,3000,4,0,297000,0,0,CN,1260,339000,339000,0,0,633000,597000,0,0,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,192102020,DIO,4061419,4510366872,2/20/2023,11/22/2023,12000,0,12000,11/22/2023,0.075,900,0,8,C,3000,5D,0,0,0,0,CN,1040,63000,39000,0,0,3000,0,0,0,ANALOG,0,2
JS004000,JABIL VIETNAM CO. LTD  ,192102020,DIO,4061419,4510366931,2/20/2023,12/13/2023,12000,0,12000,12/13/2023,0.075,900,0,8,C,3000,5D,0,0,0,0,CN,1040,63000,39000,0,0,3000,0,0,0,ANALOG,0,2
JS004000,JABIL VIETNAM CO. LTD  ,192102020,DIO,4061419,4510366941,2/20/2023,1/10/2024,15000,0,15000,1/10/2024,0.075,1125,0,8,C,3000,5D,0,0,0,0,CN,1300,63000,39000,0,0,3000,0,0,0,ANALOG,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-LG-2G14V-LF,NP3,6015834,4510369969,2/21/2023,11/10/2023,9000,0,9000,11/10/2023,0.055,495,0,6,C,3000,16,0,27000,24000,990000,MY,420,1605000,1332000,0,0,0,0,0,0,ANALOG,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-0S100-LF,DIO,7349525,4510388782,2/27/2023,10/21/2023,55000,0,55000,10/21/2023,0.0261,1435.5,0,8,C,5000,4V,0,0,0,4975000,CN,7858,2615000,1105000,0,0,1735000,1675000,180000,155000,Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-LG-2G14V-LF,NP3,6015834,4510388942,2/27/2023,10/13/2023,27000,0,27000,10/13/2023,0.055,1485,0,6,C,3000,16,0,27000,24000,990000,MY,1260,1605000,1332000,0,0,0,0,0,0,ANALOG,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3500117,DIO,3400272,4510413853,3/5/2023,11/11/2023,12000,0,12000,11/11/2023,0.0147,176.4,0,8,C,3000,4,0,0,0,3000,CN,363,309000,297000,0,0,0,0,0,0,Small Signal Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,GQ-SLBSS138-LF,DIO,4145678,4510413874,3/5/2023,2/16/2024,336000,0,336000,2/16/2024,0.0114,3830.4,0,8,C,3000,4,0,0,0,0,CN,11797,36849000,31641000,0,0,8064000,3768000,2370000,2037000,Small Signal Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-0S100-LF,DIO,7349525,4510418311,3/6/2023,10/28/2023,65000,0,65000,10/28/2023,0.0261,1696.5,0,8,C,5000,4V,0,0,0,4975000,CN,9287,2615000,1105000,0,0,1735000,1675000,180000,155000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-40V3A-LF,DIO,4109682,4510418474,3/6/2023,11/11/2023,20000,0,20000,11/11/2023,0.0335,670,0,8,C,5000,4V,10000,60000,0,0,TW,2985,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,14-3454,DIO,5008973,4510418841,3/6/2023,10/27/2023,9000,0,9000,10/27/2023,0.0244,219.6,0,20,C,3000,16,9000,0,9000,702000,CN,780,2562000,2130000,0,0,315000,315000,18000,18000,ANALOG,0,3
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510441535,3/12/2023,10/21/2023,5000,0,5000,10/21/2023,0.2082,1041,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-40V3A-LF,DIO,4109682,4510444435,3/13/2023,12/23/2023,5000,0,5000,12/23/2023,0.0335,167.5,0,8,C,5000,4V,10000,60000,0,0,TW,746,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510496332,3/26/2023,10/21/2023,10000,0,10000,10/21/2023,0.2082,2082,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510496335,3/26/2023,10/28/2023,7500,0,7500,10/28/2023,0.2082,1561.5,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510500787,3/27/2023,11/25/2023,39000,0,39000,11/25/2023,0.01467,572.13,0,24,C,3000,4,0,0,0,1422000,CN,1387,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510500790,3/27/2023,1/6/2024,33000,0,33000,1/6/2024,0.01467,484.11,0,24,C,3000,4,0,0,0,1422000,CN,1173,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-40V3A-LF,DIO,4109682,4510506220,3/28/2023,1/20/2024,5000,0,5000,1/20/2024,0.0335,167.5,0,8,C,5000,4V,10000,60000,0,0,TW,746,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510522315,4/2/2023,11/4/2023,7500,0,7500,11/4/2023,0.2082,1561.5,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510522316,4/2/2023,11/4/2023,10000,0,10000,11/4/2023,0.2082,2082,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510527842,4/3/2023,12/2/2023,39000,0,39000,12/2/2023,0.01467,572.13,0,24,C,3000,4,0,0,0,1422000,CN,1387,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510527843,4/3/2023,2/3/2024,42000,0,42000,2/3/2024,0.01467,616.14,0,24,C,3000,4,0,0,0,1422000,CN,1493,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SW3500044,DIO,5955786,4510527846,4/3/2023,3/9/2024,51000,0,51000,3/9/2024,0.01467,748.17,0,24,C,3000,4,0,0,0,1422000,CN,1813,3429000,2478000,0,0,6480000,5550000,135000,0,Small Signal Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510534447,4/4/2023,1/20/2024,5000,0,5000,1/20/2024,0.2082,1041,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510546799,4/9/2023,11/11/2023,10000,0,10000,11/11/2023,0.2082,2082,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510546805,4/9/2023,11/11/2023,15000,0,15000,11/11/2023,0.2082,3123,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510546808,4/9/2023,11/11/2023,17500,0,17500,11/11/2023,0.2082,3643.5,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510546812,4/9/2023,2/3/2024,10000,0,10000,2/3/2024,0.2082,2082,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510546816,4/9/2023,11/18/2023,15000,0,15000,11/18/2023,0.2082,3123,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA22183KP-NR,DIO,9717174,4510551158,4/10/2023,11/25/2023,30000,0,30000,11/25/2023,0.038,1140,0,8,C,5000,11,5000,170000,40000,175000,TW,5035,1195000,820000,0,0,245000,200000,30000,15000,Circuit Protection,0,4
JS004000,JABIL VIETNAM CO. LTD  ,34355-LF,DIO,4413167,4510564411,4/13/2023,12/7/2024,3000,0,3000,12/7/2024,0.0082,24.6,0,8,C,3000,4X,0,0,0,1956000,CN,112,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-200V1-LF,DIO,6522122,4510574468,4/16/2023,11/11/2023,280000,0,280000,11/11/2023,0.0135,3780,0,8,C,5000,4V,0,0,0,2400000,TW,38640,1650000,1115000,0,0,135000,0,705000,665000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA22183KP-NR,DIO,9717174,4510583952,4/18/2023,12/9/2023,20000,0,20000,12/9/2023,0.038,760,0,8,C,5000,11,5000,170000,40000,175000,TW,3357,1195000,820000,0,0,245000,200000,30000,15000,Circuit Protection,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA22183KP-NR,DIO,9717174,4510605300,4/24/2023,11/4/2023,20000,0,20000,11/4/2023,0.038,760,0,8,C,5000,11,5000,170000,40000,175000,TW,3357,1195000,820000,0,0,245000,200000,30000,15000,Circuit Protection,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510627261,4/30/2023,1/27/2024,5000,0,5000,1/27/2024,0.2082,1041,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000222,DIO,9049860,4510627401,4/30/2023,10/30/2023,36000,0,36000,10/30/2023,0.0623,2242.8,0,8,C,3000,9,99000,0,0,972000,CN,2280,720000,585000,0,0,645000,606000,0,0,ANALOG,0,4
JS004014,JABIL VIETNAM CO. LTD  ,SW3600148,DIO,6017096,4508445112,5/2/2023,3/16/2024,9000,0,9000,3/16/2024,0.05,450,0,8,C,3000,11,0,0,0,0,TW,2460,144000,141000,0,0,0,0,0,0,Circuit Protection,0,5
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510652495,5/8/2023,12/30/2023,30000,0,30000,12/30/2023,0.2082,6246,0,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,P1101776,DIO,5125676,4508749026,1/4/2022,10/14/2023,33000,0,33000,10/14/2023,0.02,660,0,8,C,3000,16,0,0,120000,342000,CN,715,549000,258000,0,0,12000,0,0,0,ANALOG,0,1
JS004000,JABIL VIETNAM CO. LTD  ,GE9938051041,DIO,8162339,4510687870,5/16/2023,10/27/2023,39000,0,39000,10/27/2023,0.076,2964,0,8,L,3000,27,69000,69000,120000,27000,CN,3380,66000,66000,0,0,0,0,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-IF-555QD-LF,STM,2061417,4510688707,5/16/2023,12/8/2023,15000,0,15000,12/8/2023,0.29,4350,0,20,L,2500,25,0,0,0,80000,MA,4320,62500,47500,0,0,0,0,2500,2500,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-IF-555QD-LF,STM,2061417,4510688708,5/16/2023,1/5/2024,17500,0,17500,1/5/2024,0.29,5075,0,20,L,2500,25,0,0,0,80000,MA,5040,62500,47500,0,0,0,0,2500,2500,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000222,DIO,9049860,4510695295,5/18/2023,11/20/2023,27000,0,27000,11/20/2023,0.0623,1682.1,0,8,C,3000,9,99000,0,0,972000,CN,1710,720000,585000,0,0,645000,606000,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,SNDPFX120293F-NR,NP3,9002268,4510707010,5/22/2023,3/22/2024,3000,0,3000,3/22/2024,0.05,150,0,12,C,3000,27,3000,0,0,33000,CN,130,234000,216000,0,0,0,0,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,SND28050-00017-NR,DIO,2018113,4510707011,5/22/2023,5/3/2024,3000,0,3000,5/3/2024,0.0535,160.5,0,8,C,3000,11,0,0,9000,6000,CN;TW,680,45000,33000,0,0,0,0,87000,87000,Circuit Protection,0,5
JS004000,JABIL VIETNAM CO. LTD  ,SW3500056,DIO,1005134,4510709087,5/22/2023,1/27/2024,12000,0,12000,1/27/2024,0.0214,256.8,0,8,C,3000,4Y,0,0,0,0,CN,309,4086000,3525000,0,0,435000,435000,318000,138000,Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-40V3A-LF,DIO,4109682,4510710811,5/22/2023,1/27/2024,20000,0,20000,1/27/2024,0.0335,670,0,8,C,5000,4V,10000,60000,0,0,TW,2985,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,5
JS004007,JABIL VIETNAM CO. LTD  ,192044096,DIO,8165898,4510715646,5/23/2023,10/3/2023,36000,0,36000,10/3/2023,0.049,1764,0,20,C,3000,9,0,0,0,219000,CN,11040,45000,45000,0,0,0,0,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,GE9938051041,DIO,8162339,4510736230,5/29/2023,12/22/2023,3000,0,3000,12/22/2023,0.076,228,0,8,L,3000,27,69000,69000,120000,27000,CN,260,66000,66000,0,0,0,0,0,0,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,188734668,DIO,7100175,4510797566,6/11/2023,12/6/2023,33000,0,33000,12/6/2023,0.0076,250.8,0,8,C,3000,4,0,78000,42000,237000,CN,1281,3225000,2412000,0,0,534000,357000,84000,27000,Small Signal Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-40V3A-LF,DIO,4109682,4510800433,6/12/2023,12/30/2023,20000,0,20000,12/30/2023,0.0335,670,0,8,C,5000,4V,10000,60000,0,0,TW,2985,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-40V3A-LF,DIO,4109682,4510800434,6/12/2023,12/2/2023,20000,0,20000,12/2/2023,0.0335,670,0,8,C,5000,4V,10000,60000,0,0,TW,2985,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-40V3A-LF,DIO,4109682,4510802361,6/12/2023,2/17/2024,25000,0,25000,2/17/2024,0.0335,837.5,0,8,C,5000,4V,10000,60000,0,0,TW,3731,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,SW3600164,DIO,1083401,4510802466,6/12/2023,11/11/2023,10000,0,10000,11/11/2023,0.0265,265,0,8,C,5000,4V,0,0,0,0,TW,1480,1845000,1495000,0,0,2385000,675000,330000,275000,Discretes,0,6
JS010800,JABIL VIETNAM CO. LTD  ,SE50-00105-001,NXP,2166242,4509713711,6/15/2023,10/3/2023,912,0,912,10/3/2023,12.1797,11107.89,0,16,N,152,1H,2432,0,0,5168,KR,4140,1064,1064,0,0,0,0,0,0,Future Intelligent Solutions,0,6
JS004000,JABIL VIETNAM CO. LTD  ,188734668,DIO,7100175,4510826013,6/18/2023,1/3/2024,30000,0,30000,1/3/2024,0.0076,228,0,8,C,3000,4,0,78000,42000,237000,CN,1164,3225000,2412000,0,0,534000,357000,84000,27000,Small Signal Discretes,0,6
JS004000,JABIL VIETNAM CO. LTD  ,188734668,DIO,7100175,4510826018,6/18/2023,1/31/2024,36000,0,36000,1/31/2024,0.0076,273.6,0,8,C,3000,4,0,78000,42000,237000,CN,1397,3225000,2412000,0,0,534000,357000,84000,27000,Small Signal Discretes,0,6
